CSID,Question,Text,Rank
7108473,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7108473,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7108473,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
7108473,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
7108473,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7108473,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",6
7108505,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7108505,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7108505,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,3
7108505,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
7108505,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
7108505,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
7108565,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,1
7108565,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
7108565,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7108565,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7108565,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7108565,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,6
7108576,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,1
7108576,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
7108576,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",3
7108576,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",4
7108576,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
7108576,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,6
7108577,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,1
7108577,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
7108577,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7108577,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
7108577,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),5
7108577,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
7108649,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7108649,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,2
7108649,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
7108649,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7108649,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
7108649,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
7108689,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7108689,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7108689,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,3
7108689,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
7108689,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7108689,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,6
7109061,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7109061,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",2
7109061,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
7109061,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,4
7109061,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
7109061,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
7109130,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,1
7109130,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
7109130,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7109130,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7109130,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),5
7109130,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,6
7109178,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7109178,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7109178,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7109178,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
7109178,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",5
7109178,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
7109354,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7109354,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7109354,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7109354,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,4
7109354,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
7109354,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7109384,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7109384,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7109384,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7109384,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
7109384,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7109384,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",6
7109393,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),1
7109393,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",2
7109393,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,3
7109393,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7109393,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
7109393,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7109489,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7109489,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
7109489,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7109489,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,4
7109489,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7109489,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
7109533,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
7109533,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
7109533,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,3
7109533,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7109533,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7109533,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
7109673,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,1
7109673,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,2
7109673,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
7109673,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,4
7109673,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7109673,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
7109966,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7109966,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7109966,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,3
7109966,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,4
7109966,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7109966,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),6
7110072,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
7110072,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
7110072,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
7110072,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
7110072,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,5
7110072,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,6
7110186,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7110186,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,2
7110186,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,3
7110186,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
7110186,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
7110186,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
7110190,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,1
7110190,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7110190,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
7110190,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,4
7110190,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
7110190,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,6
7110212,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7110212,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
7110212,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,3
7110212,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7110212,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
7110212,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,6
7110229,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7110229,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
7110229,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
7110229,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,4
7110229,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,5
7110229,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
7110237,Seminar in Scholarly Inquiry 1,SSI-1 195: Honors - New World Rhetorics,1
7110237,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
7110237,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7110237,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,4
7110237,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",5
7110237,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7110254,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7110254,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,2
7110254,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",3
7110254,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7110254,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,5
7110254,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,6
7110256,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,1
7110256,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
7110256,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7110256,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",4
7110256,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7110256,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
7110306,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7110306,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7110306,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,3
7110306,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
7110306,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7110306,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
7110309,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7110309,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7110309,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
7110309,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
7110309,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
7110309,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
7110328,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,1
7110328,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",2
7110328,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7110328,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7110328,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
7110328,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",6
7110337,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
7110337,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7110337,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7110337,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,4
7110337,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
7110337,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
7110453,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,1
7110453,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7110453,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,3
7110453,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,4
7110453,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7110453,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
7110469,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,1
7110469,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
7110469,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
7110469,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,4
7110469,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
7110469,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7110489,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7110489,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
7110489,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
7110489,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
7110489,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
7110489,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
7110508,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
7110508,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7110508,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7110508,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
7110508,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
7110508,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
7110593,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
7110593,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
7110593,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,3
7110593,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
7110593,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
7110593,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
7110605,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
7110605,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7110605,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7110605,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
7110605,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
7110605,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
7115108,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7115108,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",2
